role,object_type,object_id,colony_class,strategic_tags,priority_score,pop_growth_or_assembly,resettlement_source_mult,resettlement_destination_mult,capital_or_diplomacy_modifier,can_demolish,can_build,can_be_disabled,has_destroy_trigger,has_country_modifier,has_empire_limit,requires_capital,winning_mod_name,winning_file,modifier_keys_json,direct_output_json,direct_upkeep_json,unresolved_variables,direct_output_physics_research,direct_output_society_research,direct_output_engineering_research,direct_output_energy,direct_output_minerals,direct_output_consumer_goods,direct_output_alloys,direct_output_volatile_motes,direct_output_exotic_gases,direct_output_rare_crystals,direct_output_food,direct_output_unity,direct_output_influence,direct_output_trade,direct_output_trade_value,direct_output_sr_zro,direct_output_sr_dark_matter,direct_output_sr_living_metal,direct_output_nanites,direct_output_giga_sr_negative_mass,direct_output_giga_sr_amb_megaconstruction,direct_output_giga_sr_iodizium,direct_output_giga_sr_sentient_metal,direct_upkeep_physics_research,direct_upkeep_society_research,direct_upkeep_engineering_research,direct_upkeep_energy,direct_upkeep_minerals,direct_upkeep_consumer_goods,direct_upkeep_alloys,direct_upkeep_volatile_motes,direct_upkeep_exotic_gases,direct_upkeep_rare_crystals,direct_upkeep_food,direct_upkeep_unity,direct_upkeep_influence,direct_upkeep_trade,direct_upkeep_trade_value,direct_upkeep_sr_zro,direct_upkeep_sr_dark_matter,direct_upkeep_sr_living_metal,direct_upkeep_nanites,direct_upkeep_giga_sr_negative_mass,direct_upkeep_giga_sr_amb_megaconstruction,direct_upkeep_giga_sr_iodizium,direct_upkeep_giga_sr_sentient_metal
habitat_growth_center,building,building_clone_vats,generic_planet_or_special,habitat_growth_center|has_destroy_trigger,450.0,18.0,0,0,0,default,default,default,yes,no,no,no,Stellar AI Director,common\buildings\zzzz_staid_07_pop_assembly_buildings.txt,"{""bonus_pop_growth"":9.0,""fake_pop_growth_mod"":9.0,""planet_amenities_add"":500.0,""staid_pop_assembly_snowball_ready"":0.0}",{},"{""alloys"":6.0,""energy"":2.0,""food"":30.0,""minerals"":30.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_mem_lost_emperor_ancient_palace,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,285.0,11.0,0,0,0,yes,no,default,yes,yes,no,no,More Events Mod,common\buildings\mem_lost_emperor_buildings.txt,"{""bonus_pop_growth_mult"":1.0,""country_naval_cap_add"":500.0,""planet_amenities_add"":2000.0,""planet_pop_assembly_add"":10.0,""planet_stability_add"":25.0}","{""alloys"":500.0,""consumer_goods"":500.0,""energy"":1000.0,""engineering_research"":500.0,""exotic_gases"":15.0,""food"":1000.0,""minerals"":1000.0,""physics_research"":500.0,""rare_crystals"":15.0,""society_research"":500.0,""sr_dark_matter"":15.0,""volatile_motes"":15.0}",{},none,500.0,500.0,500.0,1000.0,1000.0,500.0,500.0,15.0,15.0,15.0,1000.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_mem_ancestors_grudge_robot_factory,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center,135.0,5.0,0,0,0,default,yes,default,no,no,yes,no,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,"{""planet_pop_assembly_add"":5.0}",{},"{""alloys"":10.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_genomic_facility,generic_planet_or_special,habitat_growth_center|has_destroy_trigger,100.0,4.0,0,0,0,default,default,default,yes,no,no,no,Stellaris vanilla,common\buildings\22_biogenesis_buildings.txt,"{""bonus_pop_growth"":2.0,""fake_pop_growth_mod"":2.0,""planet_amenities_add"":500.0,""planet_amenities_no_happiness_add"":500.0}",{},"{""energy"":8.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_woorskyr_biofuel_refinery,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,13.75,0.15,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,"{""BIOLOGICAL_bonus_pop_growth_mult"":0.05,""LITHOID_bonus_pop_growth_mult"":0.1}","{""minerals"":5.0}","{""energy"":2.0,""exotic_gases"":1.0}",none,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_woorskyr_barkfarm,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,12.5,0.1,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,"{""bonus_pop_growth"":0.1}","{""food"":5.0}","{""energy"":1.0,""exotic_gases"":2.0,""minerals"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_woorskyr_growth_monitoring_center,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,12.5,0.1,0,0,0,default,default,default,yes,yes,yes,no,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,"{""bonus_pop_growth"":0.1,""category_biology_research_speed_mult"":0.1}","{""engineering_research"":6.0,""physics_research"":6.0,""society_research"":6.0}","{""energy"":3.0,""exotic_gases"":2.0,""food"":1.0,""minerals"":1.0}",none,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_growth_center,building,building_mem_ancestors_grudge_hoarder_depot,generic_planet_or_special,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,11.25,0.05,0,0,0,default,default,default,yes,yes,yes,no,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,"{""all_technology_research_speed"":0.02,""bonus_pop_growth_mult"":0.03,""category_archaeostudies_research_speed_mult"":0.02,""fake_pop_growth_mod"":0.02,""planet_amenities_mult"":0.02,""planet_stability_add"":2.0}","{""unity"":10.0}","{""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_hab_capital,habitat,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,15.0,0,0,0,0,no,no,no,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt,"{""planet_amenities_add"":800.0,""planet_stability_add"":1.0}",{},"{""alloys"":4.0,""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_hab_fe_capital,habitat,capital_or_empire_unique_candidate|habitat_support_candidate,15.0,0,0,0,0,yes,no,default,no,no,no,no,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,"{""planet_amenities_add"":2500.0}",{},"{""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_hab_major_capital,habitat,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,15.0,0,0,0,0,no,no,no,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt,"{""planet_amenities_add"":1050.0,""planet_stability_add"":1.0}",{},"{""alloys"":4.0,""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_hab_system_capital,habitat,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,15.0,0,0,0,0,no,no,no,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt,"{""planet_amenities_add"":1300.0,""planet_stability_add"":1.0}",{},"{""alloys"":4.0,""energy"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_giga_gas_giant_habitation_module,habitat,habitat_support_candidate|has_destroy_trigger,5.0,0,0,0,0,default,no,default,yes,no,no,no,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt,"{""planet_amenities_add"":1000.0,""planet_amenities_no_happiness_add"":1000.0}",{},"{""energy"":3.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_giga_habitat_zro_harvester,habitat,habitat_support_candidate,5.0,0,0,0,0,default,default,default,no,no,no,no,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt,{},{},"{""energy"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_superhab_farm,habitat,habitat_support_candidate|has_destroy_trigger,5.0,0,0,0,0,default,yes,default,yes,no,no,no,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,{},{},{},none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_superhab_foundry,habitat,habitat_support_candidate|has_destroy_trigger,5.0,0,0,0,0,default,yes,default,yes,no,no,no,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,{},{},{},none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habitat_support_center,building,building_superhab_lab,habitat,habitat_support_candidate|has_destroy_trigger,5.0,0,0,0,0,default,yes,default,yes,no,no,no,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt,{},{},"{""energy"":8.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,arkship_capital_shipyard,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_modules\00_arkship_spinal_modules.txt,"{""starbase_shipyard_build_speed_mult"":0.5}",{},"{""energy"":5.0,""volatile_motes"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,equatorial_shipyard_uplink,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Gigastructural Engineering & More (4.4),common\starbase_buildings\giga_starbase_buildings.txt,"{""starbase_shipyard_capacity_add"":440.0}",{},{},none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,gpm_precursor_shipyards_uplink,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,yes,no,no,Guilli's Planet Modifiers and Features,common\starbase_buildings\gpm_starbase_buildings.txt,"{""starbase_shipyard_build_cost_mult"":-0.05,""starbase_shipyard_capacity_add"":10.0}",{},"{""alloys"":5.0,""energy"":20.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,hyperstructural_shipyard_uplink,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Gigastructural Engineering & More (4.4),common\starbase_buildings\giga_starbase_buildings.txt,"{""starbase_shipyard_build_cost_mult"":-0.15,""starbase_shipyard_build_speed_mult"":2.0,""starbase_shipyard_capacity_add"":90.0}",{},{},none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,orbital_ring_shipyard,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_modules\00_orbital_ring_modules.txt,"{""starbase_shipyard_capacity_add"":2.0}",{},"{""energy"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,shipyard,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_modules\00_starbase_modules.txt,"{""starbase_shipyard_capacity_add"":2.0}",{},"{""energy"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,virtual_shipyard_uplink_building,generic_planet_or_special,starbase_fleet_scaling|starbase_support_candidate,60.0,0,0,0,0,default,default,default,no,no,no,no,Gigastructural Engineering & More (4.4),common\starbase_buildings\giga_starbase_buildings.txt,"{""starbase_shipyard_build_cost_mult"":-0.5,""starbase_shipyard_capacity_add"":10.0}",{},"{""alloys"":20.0,""energy"":50.0,""exotic_gases"":5.0,""rare_crystals"":5.0,""volatile_motes"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,adv_assembly_yard,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,"{""starbase_shipyard_build_speed_mult"":0.85,""starbase_shipyard_capacity_add"":2.0}",{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,anchorage,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\starbase_modules\00_starbase_modules.txt,"{""country_naval_cap_add"":8.0}",{},"{""energy"":1.0,""trade"":6.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,arkship_docking_bay,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\starbase_modules\00_arkship_utility_modules.txt,"{""country_naval_cap_add"":5.0}",{},"{""energy"":1.0,""trade"":4.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,arkship_irassian_naval_yards,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_buildings\00_arkship_colony_buildings.txt,"{""starbase_shipyard_build_speed_mult"":0.5}",{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,beastport,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\starbase_modules\00_starbase_modules.txt,"{""starbase_shipyard_capacity_add"":1.0}",{},"{""energy"":1.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,capital_yards,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,"{""starbase_shipyard_capacity_add"":2.0}",{},"{""energy"":25.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,drydock,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt,"{""starbase_shipyard_capacity_add"":3.0}",{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_module,fleet_anchorage,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,yes,no,no,NSC3,common\starbase_modules\nsc_starbase_modules.txt,"{""country_naval_cap_add"":150.0}",{},"{""energy"":3.0,""trade"":12.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,growth_chamber,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,"{""starbase_shipyard_capacity_add"":2.0}",{},"{""exotic_gases"":2.0,""food"":10.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,irassian_naval_yards,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,"{""starbase_shipyard_build_speed_mult"":0.5}",{},"{""energy"":2.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,mercenary_garrison,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,yes,no,no,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,"{""country_naval_cap_add"":5.0}",{},"{""energy"":10.0,""trade"":5.0}",none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starbase_fleet_scaling,starbase_building,navy_expert_sector,generic_planet_or_special,starbase_fleet_scaling,50.0,0,0,0,0,default,default,default,no,no,no,no,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,"{""starbase_shipyard_build_cost_mult"":-0.2}","{""engineering_research"":3.0}","{""energy"":3.0}",none,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
