scenario,month,income_energy,income_minerals,income_food,income_consumer_goods,income_alloys,income_unity,income_trade,income_research,target_energy,target_minerals,target_food,target_consumer_goods,target_alloys,target_unity,target_trade,target_research,research_to_ordinary_ratio
early_expansion,55,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,56,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,57,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,58,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,59,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,60,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,61,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,62,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,63,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,64,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,65,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,66,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,67,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,68,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,69,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,70,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,71,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,72,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,73,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,74,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,75,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,76,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,77,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,78,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,79,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,80,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,81,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,82,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,83,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,84,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,85,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,86,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,87,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,88,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,89,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,90,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,91,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,92,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,93,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,94,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,95,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,96,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,97,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,98,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,99,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,100,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,101,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,102,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,103,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,104,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,105,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,106,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,107,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,108,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,109,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,110,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,111,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,112,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,113,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,114,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,115,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,116,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,117,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,118,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,119,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
early_expansion,120,150.0,160.0,68.0,156.0,126.0,224.0,0.0,2680.0,150.0,150.0,60.0,150.0,120.0,220.0,75.0,2650.0,3.0317
research_cg_constrained,1,180.0,180.0,20.0,2.0,280.0,100.0,0.0,1180.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,1.5486
research_cg_constrained,2,180.0,180.0,20.0,2.0,280.0,100.0,0.0,1420.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,1.8635
research_cg_constrained,3,180.0,180.0,20.0,2.0,280.0,100.0,0.0,1660.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,2.1785
research_cg_constrained,4,180.0,180.0,20.0,2.0,280.0,100.0,0.0,1900.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,2.4934
research_cg_constrained,5,180.0,180.0,20.0,2.0,280.0,100.0,0.0,2140.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,2.8084
research_cg_constrained,6,180.0,180.0,20.0,2.0,280.0,100.0,0.0,2380.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.1234
research_cg_constrained,7,180.0,180.0,20.0,2.0,280.0,100.0,0.0,2620.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.4383
research_cg_constrained,8,180.0,180.0,20.0,2.0,280.0,100.0,0.0,2860.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.7533
research_cg_constrained,9,180.0,180.0,20.0,2.0,280.0,100.0,0.0,3100.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.0682
research_cg_constrained,10,180.0,180.0,20.0,2.0,280.0,100.0,0.0,3340.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.3832
research_cg_constrained,11,180.0,180.0,20.0,12.0,280.0,100.0,0.0,3520.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.5596
research_cg_constrained,12,180.0,180.0,20.0,12.0,280.0,100.0,0.0,3760.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.8705
research_cg_constrained,13,180.0,180.0,20.0,22.0,280.0,100.0,0.0,3940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.0384
research_cg_constrained,14,180.0,180.0,20.0,32.0,280.0,100.0,0.0,4120.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.202
research_cg_constrained,15,180.0,180.0,20.0,42.0,280.0,100.0,0.0,4300.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.3616
research_cg_constrained,16,180.0,180.0,20.0,52.0,280.0,100.0,0.0,4480.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.5172
research_cg_constrained,17,180.0,180.0,20.0,62.0,280.0,100.0,0.0,4660.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.6691
research_cg_constrained,18,195.0,180.0,20.0,62.0,280.0,100.0,0.0,4840.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.7826
research_cg_constrained,19,225.0,180.0,20.0,72.0,280.0,100.0,0.0,4900.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.5872
research_cg_constrained,20,240.0,180.0,20.0,72.0,280.0,100.0,0.0,5080.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.6951
research_cg_constrained,21,255.0,180.0,20.0,82.0,280.0,100.0,0.0,5200.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.6707
research_cg_constrained,22,285.0,180.0,20.0,82.0,280.0,100.0,0.0,5320.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.6177
research_cg_constrained,23,300.0,180.0,20.0,92.0,280.0,100.0,0.0,5440.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.5967
research_cg_constrained,24,315.0,180.0,20.0,92.0,292.0,100.0,0.0,5560.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.5656
research_cg_constrained,25,315.0,180.0,20.0,102.0,316.0,100.0,0.0,5620.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.4405
research_cg_constrained,26,330.0,180.0,20.0,102.0,328.0,100.0,0.0,5740.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.4151
research_cg_constrained,27,345.0,180.0,20.0,102.0,352.0,100.0,0.0,5800.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.2775
research_cg_constrained,28,360.0,180.0,20.0,112.0,364.0,100.0,0.0,5860.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.1585
research_cg_constrained,29,360.0,180.0,20.0,112.0,388.0,100.0,0.0,5980.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.1552
research_cg_constrained,30,375.0,180.0,20.0,112.0,412.0,100.0,0.0,6040.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,5.0375
research_cg_constrained,31,390.0,180.0,20.0,122.0,424.0,100.0,0.0,6100.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.9353
research_cg_constrained,32,390.0,216.0,20.0,122.0,436.0,100.0,0.0,6160.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.7975
research_cg_constrained,33,405.0,234.0,20.0,122.0,448.0,100.0,0.0,6220.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.6802
research_cg_constrained,34,405.0,252.0,20.0,122.0,472.0,100.0,0.0,6280.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.5806
research_cg_constrained,35,420.0,270.0,20.0,132.0,472.0,108.0,0.0,6280.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.4163
research_cg_constrained,36,420.0,270.0,20.0,132.0,484.0,124.0,0.0,6340.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.3724
research_cg_constrained,37,420.0,288.0,32.0,132.0,484.0,140.0,0.0,6340.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.238
research_cg_constrained,38,420.0,288.0,32.0,132.0,496.0,156.0,0.0,6400.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.1995
research_cg_constrained,39,435.0,306.0,32.0,132.0,496.0,172.0,0.0,6400.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.0687
research_cg_constrained,40,435.0,324.0,32.0,132.0,508.0,180.0,0.0,6460.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,4.0099
research_cg_constrained,41,435.0,324.0,32.0,132.0,520.0,204.0,0.0,6460.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.9223
research_cg_constrained,42,450.0,342.0,32.0,132.0,520.0,212.0,0.0,6520.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.8626
research_cg_constrained,43,450.0,342.0,32.0,142.0,532.0,228.0,0.0,6520.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.7775
research_cg_constrained,44,450.0,360.0,44.0,142.0,532.0,236.0,0.0,6580.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.7302
research_cg_constrained,45,450.0,378.0,44.0,142.0,544.0,252.0,0.0,6580.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.6354
research_cg_constrained,46,465.0,378.0,44.0,142.0,544.0,268.0,0.0,6640.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.6067
research_cg_constrained,47,465.0,396.0,44.0,142.0,556.0,284.0,0.0,6640.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.5188
research_cg_constrained,48,465.0,414.0,44.0,142.0,568.0,300.0,0.0,6640.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.4351
research_cg_constrained,49,480.0,414.0,56.0,142.0,568.0,308.0,0.0,6700.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.4045
research_cg_constrained,50,480.0,432.0,56.0,142.0,580.0,324.0,0.0,6700.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.3267
research_cg_constrained,51,480.0,432.0,56.0,152.0,580.0,340.0,0.0,6760.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.3137
research_cg_constrained,52,480.0,450.0,56.0,152.0,592.0,356.0,0.0,6760.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.2407
research_cg_constrained,53,495.0,468.0,56.0,152.0,592.0,364.0,0.0,6820.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.2064
research_cg_constrained,54,495.0,486.0,56.0,152.0,604.0,380.0,0.0,6820.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.1385
research_cg_constrained,55,495.0,486.0,56.0,152.0,616.0,396.0,0.0,6880.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.1259
research_cg_constrained,56,510.0,504.0,68.0,152.0,616.0,404.0,0.0,6880.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0524
research_cg_constrained,57,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,58,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,59,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,60,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,61,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,62,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,63,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,64,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,65,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,66,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,67,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,68,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,69,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,70,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,71,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,72,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,73,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,74,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,75,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,76,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,77,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,78,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,79,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,80,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,81,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,82,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,83,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,84,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,85,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,86,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,87,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,88,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,89,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,90,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,91,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,92,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,93,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,94,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,95,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,96,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,97,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,98,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,99,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,100,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,101,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,102,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,103,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,104,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
research_cg_constrained,105,510.0,504.0,68.0,152.0,628.0,420.0,0.0,6940.0,500.0,500.0,60.0,150.0,620.0,420.0,225.0,6900.0,3.0412
