phase,mod_id,mod_name,object_type,object_name,source_file,source_exists,source_has_ai_weight,policy_recommendation,priority_band,minimum_v1_intervention,status,reason
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_systemcraft_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_systemcraft_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_systemcraft_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/giga_war_moon_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,1121692237,Gigastructural Engineering & More (4.4),component_template,utility_component_template,common/component_templates/zzz_acot_placeholder_components.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_armor_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_auxiliary.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_biological_creature.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_computers.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
P11,2648658105,Extra Ship Components NEXT,component_template,utility_component_template,common/component_templates/esc_components_computers.txt,yes,yes,preserve_parent_design_ai,nsc3_esc_parent_design_ai_preservation,defer_direct_override_parent_ai_weight_present,deferred,minimum V1 intervention is defer_direct_override_parent_ai_weight_present
