benefit_class,object_type,object_id,role,strategic_tags,evidence_kind,valuation_status,formula_status,benefit_amount,source_terms,matched_modifier_keys,matched_tags,priority_score,can_demolish,can_build,can_be_disabled,has_destroy_trigger,winning_mod_name,winning_file
crime_deviancy_control,building,building_pirate_haven,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_primitive_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-40.0,crime|deviancy,planet_crime_add,,10.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
crime_deviancy_control,building,building_private_security,capital_world,capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,50.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_psionic_offices,capital_world,capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_smuggling_rings,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_stone_palace,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-10.0,crime|deviancy,planet_crime_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
crime_deviancy_control,building,building_subversive_shrine,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_syndicate_outreach_office,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_underground_chemists,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_underground_clubs,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_wildcat_miners,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,building_wrecking_yards,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,25.0,crime|deviancy,planet_crime_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
crime_deviancy_control,building,gpm_building_core_prison,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-40.0,crime|deviancy,planet_crime_add,,0.0,default,default,default,no,Guilli's Planet Modifiers and Features,common\buildings\gpm_buildings.txt
crime_deviancy_control,building,holding_garrison,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-70.0,crime|deviancy,planet_crime_add,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\15_overlord_holdings.txt
crime_deviancy_control,district,district_giga_frameworld_anticrime,strategic_support,none,numeric_modifier_zero_sum,numeric_value_preserved,resource_or_modifier_amount,0.0,crime|deviancy,frameworld_want_anticrime,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt
crime_deviancy_control,starbase_building,customs_office,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.25,crime|deviancy,planet_crime_mult,,0.0,default,default,default,no,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt
crime_deviancy_control,starbase_module,security_branch_office,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-15.0,crime|deviancy,planet_crime_add,,0.0,default,default,default,no,Starbase Extended 3.0,common\starbase_modules\sbx_3_0_starbase_modules.txt
crime_deviancy_control,zone,zone_mem_lunatics_energy,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.08,crime|deviancy,planet_crime_mult,,0.0,default,default,default,no,More Events Mod,common\zones\mem_zones.txt
crime_deviancy_control,zone,zone_mem_lunatics_energy_spiritualist,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.05,crime|deviancy,planet_crime_mult,,0.0,default,default,default,no,More Events Mod,common\zones\mem_zones.txt
defense_armies,building,building_clone_army_clone_vat,habitat_growth_center,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,defense_army|defense_armies|army,,,1110.0,default,default,default,yes,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt
defense_armies,building,building_giga_maginot_global_bunker,strategic_support,cannot_demolish|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,202.2,defense_army|defense_armies|army,army_attack_damage_mult|army_attack_health_mult|army_attack_morale_mult|army_collateral_damage_mult|army_damage_mult|army_defense_damage_mult|army_defense_health_mult|army_defense_morale_mult|army_experience_gain_mult|army_modifier|army_morale_damage_mult|army_starting_experience_add,,0.0,no,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_maginot_buildings.txt
defense_armies,building,building_giga_maginot_stronghold,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,50.35,defense_army|defense_armies|army,army_collateral_damage_mult|army_defense_damage_mult|army_defense_health_mult|army_defense_morale_mult|army_experience_gain_mult|army_modifier|army_starting_experience_add,,0.0,default,default,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_maginot_buildings.txt
defense_armies,building,building_giga_siegfried_global_bunker,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,202.2,defense_army|defense_armies|army,army_attack_damage_mult|army_attack_health_mult|army_attack_morale_mult|army_collateral_damage_mult|army_damage_mult|army_defense_damage_mult|army_defense_health_mult|army_defense_morale_mult|army_experience_gain_mult|army_modifier|army_morale_damage_mult|army_starting_experience_add,,0.0,default,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_flusion_buildings.txt
defense_armies,building,building_military_contractors,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,100.0,defense_army|defense_armies|army,army_starting_experience_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
defense_armies,building,building_pirate_haven,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,100.0,defense_army|defense_armies|army,army_starting_experience_add,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
defense_armies,district,district_craglands,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,defense_army|defense_armies|army,planet_defense_armies_add,,0.0,default,default,default,no,Stellaris vanilla,common\districts\05_wilderness_districts.txt
defense_armies,district,district_giga_frameworld_maginot_shield_generators,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-1.0,defense_army|defense_armies|army,army_collateral_damage_mult,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt
defense_armies,district,district_giga_gas_giant_craglands,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,defense_army|defense_armies|army,planet_defense_armies_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_gas_giant_habitat_districts.txt
defense_armies,district,district_maginot_ringworld_shield_generators,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,defense_army|defense_armies|army,army_collateral_damage_mult,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_maginot_districts.txt
defense_armies,district,district_maginot_world_shield_generators,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,defense_army|defense_armies|army,army_collateral_damage_mult,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_maginot_districts.txt
defense_armies,district,district_maginot_world_shield_generators_wilderness,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,defense_army|defense_armies|army,army_collateral_damage_mult,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_maginot_districts.txt
defense_armies,district,district_pd_fortress_arcology_urban_1,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.05,defense_army|defense_armies|army,army_defense_damage_mult,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\pd_arcology_districts.txt
defense_armies,starbase_building,advanced_military_program,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,defense_army|defense_armies|army,planet_army_build_speed_mult,,0.0,default,default,default,no,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt
defense_armies,starbase_building,ground_forces_academy,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.35,defense_army|defense_armies|army,planet_army_build_speed_mult,,0.0,default,default,default,no,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt
diplomacy_envoys,building,building_bureaucratic_3,strategic_support,has_destroy_trigger,numeric_modifier_zero_sum,numeric_value_preserved,resource_or_modifier_amount,0.0,envoy|diplom|trust|federation|opinion|relations|edict|council,federation|has_federation_perk,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\08_unity_buildings.txt
diplomacy_envoys,building,building_cradle_sanctum,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.2,envoy|diplom|trust|federation|opinion|relations|edict|council,envoy_improve_relations_mult,,15.0,default,default,default,yes,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
diplomacy_envoys,building,building_embassy,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,35.0,default,default,default,yes,Stellaris vanilla,common\buildings\02_government_buildings.txt
diplomacy_envoys,building,building_grand_embassy,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,60.0,default,no,default,yes,Stellaris vanilla,common\buildings\02_government_buildings.txt
diplomacy_envoys,building,building_materiality_engine,capital_world,capital_or_empire_unique_candidate,numeric_modifier_zero_sum,numeric_value_preserved,resource_or_modifier_amount,0.0,envoy|diplom|trust|federation|opinion|relations|edict|council,add_trust,,10.0,default,default,no,no,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
diplomacy_envoys,building,building_pd_rogue_council,strategic_support,has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,envoy|diplom|trust|federation|opinion|relations|edict|council,,,0.0,default,default,default,yes,Planetary Diversity - More Arcologies,common\buildings\pd_arc_buildings.txt
diplomacy_envoys,building,building_public_relations_office,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,envoy|diplom|trust|federation|opinion|relations|edict|council,,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
diplomacy_envoys,building,building_whisperers_sanctum,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,35.0,default,default,default,yes,Stellaris vanilla,common\buildings\12_event_buildings.txt
diplomacy_envoys,building,mem_building_ancient_palace,capital_world,capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,35.0,yes,no,default,no,More Events Mod,common\buildings\mem_vazuran_buildings.txt
diplomacy_envoys,starbase_building,arkship_embassy_complex,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,50.0,default,default,default,yes,Stellaris vanilla,common\starbase_buildings\00_arkship_colony_buildings.txt
diplomacy_envoys,starbase_building,ring_embassy_complex,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2.0,envoy|diplom|trust|federation|opinion|relations|edict|council,envoys_add,,50.0,default,default,default,yes,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt
diplomacy_envoys,starbase_module,waystation_aura_emitter,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,0.05,envoy|diplom|trust|federation|opinion|relations|edict|council,envoy_attunement_mult,,1.25,default,default,default,no,Stellaris vanilla,common\starbase_modules\00_waystation_modules.txt
direct_resource_support,building,building_affluence_center,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,35.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
direct_resource_support,building,building_ai_emporium,strategic_support,none,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_amusement_megaplex,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_aspmod_primitive_factory,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,4.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt
direct_resource_support,building,building_aspmod_primitive_farm,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,30.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt
direct_resource_support,building,building_aspmod_primitive_mine,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,6.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt
direct_resource_support,building,building_augmentation_bazaars,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,8.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
direct_resource_support,building,building_augmentation_bazaars_branch,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,8.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_autochthon_monument,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,11.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\08_unity_buildings.txt
direct_resource_support,building,building_avatar_chamber_2,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,1.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
direct_resource_support,building,building_avatar_chamber_3,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,2.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
direct_resource_support,building,building_avatar_chamber_4,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,3.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
direct_resource_support,building,building_baol_organic_plant,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\03_resource_buildings.txt
direct_resource_support,building,building_beetle_sensor,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,4.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,yes,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
direct_resource_support,building,building_beetle_sensor_2,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,8.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,yes,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
direct_resource_support,building,building_bio_reprocessing_facilities,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,yes,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_class_3_singularity,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,75.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,yes,yes,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
direct_resource_support,building,building_class_4_singularity,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,200.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
direct_resource_support,building,building_clear_thought_clinic,strategic_support,none,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_commercial_megaplex,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,6.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\06_trade_buildings.txt
direct_resource_support,building,building_consciousness_amplifier,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,yes,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
direct_resource_support,building,building_contained_ecosphere,capital_world,capital_or_empire_unique_candidate,direct_resource,numeric_value_preserved,resource_or_modifier_amount,40.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,yes,yes,default,no,Stellaris vanilla,common\buildings\17_paragon_buildings.txt
direct_resource_support,building,building_corporate_clinics,capital_world,capital_or_empire_unique_candidate,direct_resource,numeric_value_preserved,resource_or_modifier_amount,10.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,10.0,default,default,default,no,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
direct_resource_support,building,building_corporate_forum,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,23.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\08_unity_buildings.txt
direct_resource_support,building,building_corporate_monument,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,11.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\08_unity_buildings.txt
direct_resource_support,building,building_corporate_site,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,17.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\08_unity_buildings.txt
direct_resource_support,building,building_dimensional_fabricator,strategic_support,has_destroy_trigger,direct_resource,numeric_value_preserved,resource_or_modifier_amount,90.0,energy|minerals|consumer_goods|alloys|volatile_motes|exotic_gases|rare_crystals|food|unity|influence|trade|trade_value|sr_zro|sr_dark_matter|sr_living_metal|nanites|giga_sr_negative_mass|giga_sr_amb_megaconstruction|giga_sr_iodizium|giga_sr_sentient_metal,,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
