building_id,primary_role,primary_role_score,readiness_phase,gate_reasons,build_plan_candidate,repeatable_candidate,capital_tier_gate,fallback_building_id,fallback_primary_role_score,fallback_reason,readiness_status,prerequisites,potential_allow_gates,potential_allow_gate_atoms,event_flags,unlock_flags,is_upgrade_terminal,upgrade_terminal,upgrade_chain_to_terminal,colony_class,category,winning_mod_name,winning_file
building_brain_node_3,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_2,allow;potential;trigger,,,,no,building_brain_node_4,building_brain_node_3|building_brain_node_4,generic_planet_or_special,research,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_brain_node_4,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_3,allow;potential;trigger,,,,yes,building_brain_node_4,building_brain_node_4,generic_planet_or_special,research,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_center_of_guidance,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_colonial_centralization,potential,,,,yes,building_center_of_guidance,building_center_of_guidance,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_defense_nexus_capacity,research_world,20.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,giga_tech_planetary_drive_yard_defense,allow;potential;trigger,,,,yes,building_defense_nexus_capacity,building_defense_nexus_capacity,generic_planet_or_special,army,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_defense_nexus_construction,research_world,10.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,giga_tech_planetary_drive_yard_defense,allow;potential;trigger,,,,yes,building_defense_nexus_construction,building_defense_nexus_construction,generic_planet_or_special,army,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_engineering_facility_1,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_engineering_1,potential,,,,no,building_engineering_facility_3,building_engineering_facility_1|building_engineering_facility_2|building_engineering_facility_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_engineering_facility_2,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_engineering_2,potential,,,,no,building_engineering_facility_3,building_engineering_facility_2|building_engineering_facility_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_engineering_facility_3,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_engineering_3,potential,,,,yes,building_engineering_facility_3,building_engineering_facility_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_forever_cruise_passenger_research,research_world,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_global_research_initiative,potential,,forever_cruise_over,,yes,building_forever_cruise_passenger_research,building_forever_cruise_passenger_research,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\24_nomads_buildings.txt
building_giga_institute_1,research_world,54.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_u_r_e_t,allow;potential;trigger,,,,no,building_giga_institute_2,building_giga_institute_1|building_giga_institute_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_institute_2,research_world,81.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_non_local_r_i,allow;potential;trigger,,,,yes,building_giga_institute_2,building_giga_institute_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_iodizium_research,research_world,60.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,giga_tech_fusion_suppressor,allow;potential;trigger,,,,yes,building_giga_iodizium_research,building_giga_iodizium_research,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_supercomputer_1,research_world,54.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_u_r_e_t,allow;potential;trigger,,,,no,building_giga_supercomputer_2,building_giga_supercomputer_1|building_giga_supercomputer_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_supercomputer_2,research_world,81.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_non_local_r_i,allow;potential;trigger,,,,yes,building_giga_supercomputer_2,building_giga_supercomputer_2,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_institute,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_global_research_initiative,allow;potential,,,,yes,building_institute,building_institute,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_koeleothan_effect_platform,research_world,3.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_koeleothan_utilization,allow;potential;trigger,,,,yes,building_koeleothan_effect_platform,building_koeleothan_effect_platform,generic_planet_or_special,resource,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
building_lathe_overclocker,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_overclocker,potential,,,,yes,building_lathe_overclocker,building_lathe_overclocker,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_lathe_validator,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_validator,potential,,,,yes,building_lathe_validator,building_lathe_validator,generic_planet_or_special,research,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_mem_aevum_archeo_obelisks,research_world,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_aevum_unlock_time_building,potential,,,,yes,building_mem_aevum_archeo_obelisks,building_mem_aevum_archeo_obelisks,generic_planet_or_special,research,More Events Mod,common\buildings\mem_buildings.txt
building_mem_beetle_sensor,research_world,6.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_beetle_exploitation,allow;potential,,,,no,building_mem_beetle_sensor_2,building_mem_beetle_sensor|building_mem_beetle_sensor_2,generic_planet_or_special,army,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_mem_beetle_sensor_2,research_world,10.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_beetle_exploitation,allow;potential,,,,yes,building_mem_beetle_sensor_2,building_mem_beetle_sensor_2,generic_planet_or_special,army,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_mem_koeleothan_effect_platform,research_world,3.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_koeleothan_utilization,potential;trigger,,,,yes,building_mem_koeleothan_effect_platform,building_mem_koeleothan_effect_platform,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_mem_pearl_borehole_site,research_world,5.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_quantumpearls_exploitation,potential,,,,no,building_mem_pearl_borehole_site_3,building_mem_pearl_borehole_site|building_mem_pearl_borehole_site_2|building_mem_pearl_borehole_site_3,generic_planet_or_special,research,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_mem_woorskyr_growth_monitoring_center,research_world,18.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_woorskyr_habitation,potential;trigger,,,,yes,building_mem_woorskyr_growth_monitoring_center,building_mem_woorskyr_growth_monitoring_center,generic_planet_or_special,research,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_mem_xenograss_processor,research_world,5.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mem_xenograss_harvesting,potential;trigger,,,,yes,building_mem_xenograss_processor,building_mem_xenograss_processor,generic_planet_or_special,research,More Events Mod,common\buildings\mem_scfe_buildings.txt
building_navel_base,research_world,18.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_defenses,potential;trigger,,,,no,building_navel_command,building_navel_base|building_navel_command,generic_planet_or_special,army,Stellar AI Director,common\buildings\zzzzz_staid_14_pd_naval_capacity_hard_gates.txt
building_navel_command,research_world,36.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_global_defense_grid,allow;potential;trigger,,,,yes,building_navel_command,building_navel_command,generic_planet_or_special,army,Stellar AI Director,common\buildings\zzzzz_staid_14_pd_naval_capacity_hard_gates.txt
building_pearl_borehole_site,research_world,5.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_quantumpearls_exploitation,allow;potential,,,,no,building_pearl_borehole_site_3,building_pearl_borehole_site|building_pearl_borehole_site_2|building_pearl_borehole_site_3,generic_planet_or_special,research,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
building_physics_lab_1,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_physics_1,potential,,,,no,building_physics_lab_3,building_physics_lab_1|building_physics_lab_2|building_physics_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_physics_lab_2,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_physics_2,potential,,,,no,building_physics_lab_3,building_physics_lab_2|building_physics_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_physics_lab_3,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_physics_3,potential,,,,yes,building_physics_lab_3,building_physics_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_research_efficiency_1,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_2,allow;potential,,,,yes,building_research_efficiency_1,building_research_efficiency_1,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_research_upkeep_1,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_2,allow;potential;trigger,,,,yes,building_research_upkeep_1,building_research_upkeep_1,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_shroud_observatory_2,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_psionic_theory,allow;potential,,,,no,building_shroud_observatory_3,building_shroud_observatory_2|building_shroud_observatory_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_shroud_observatory_3,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_mine_zro,allow;potential,,,,yes,building_shroud_observatory_3,building_shroud_observatory_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_state_academy,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_government,potential,,,,no,building_center_of_guidance,building_state_academy|building_center_of_guidance,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_supercomputer,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_global_research_initiative,allow;potential,,,,yes,building_supercomputer,building_supercomputer,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_volcanic_forge_1,research_world,12.6,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_volcanic_forge,allow;potential;trigger,,,,no,building_volcanic_forge_2,building_volcanic_forge_1|building_volcanic_forge_2,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_volcanic_forge_2,research_world,25.2,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_volcanic_forge,allow;potential;trigger,,,,yes,building_volcanic_forge_2,building_volcanic_forge_2,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_vultaum_reality_computer,research_world,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_secrets_vultaum,allow;potential;trigger,,,,yes,building_vultaum_reality_computer,building_vultaum_reality_computer,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_woorskyr_growth_monitoring_center,research_world,18.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_woorskyr_growth_monitoring_center,allow;potential;trigger,,,,yes,building_woorskyr_growth_monitoring_center,building_woorskyr_growth_monitoring_center,generic_planet_or_special,research,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
building_xeno_zoo,research_world,7.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_alien_life_studies,potential;trigger,,,,yes,building_xeno_zoo,building_xeno_zoo,generic_planet_or_special,research,Stellaris vanilla,common\buildings\10_deposit_buildings.txt
building_xenograss_processor,research_world,5.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,tech_xenograss_harvesting,allow;potential;trigger,,,,yes,building_xenograss_processor,building_xenograss_processor,generic_planet_or_special,research,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
esc_building_central_research_bureau,research_world,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,esc_tech_grand_research_initiative,allow;potential,,ESC_GLOBAL_FLAG_central_research_bureau_forbidden,,yes,esc_building_central_research_bureau,esc_building_central_research_bureau,generic_planet_or_special,research,Extra Ship Components NEXT,common\buildings\esc_buildings_general.txt
esc_building_dragon_hatchery,research_world,20.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,esc_tech_dragon_hatchery,allow;potential;trigger,,ESC_GLOBAL_FLAG_ether_dragon_tech_forbidden,,yes,esc_building_dragon_hatchery,esc_building_dragon_hatchery,generic_planet_or_special,army,Extra Ship Components NEXT,common\buildings\esc_buildings_general.txt
esc_building_quantum_node,research_world,15.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,esc_tech_quantum_node,allow;potential,,ESC_GLOBAL_FLAG_technosphere_tech_forbidden;technosphere_studied,,yes,esc_building_quantum_node,esc_building_quantum_node,generic_planet_or_special,research,Extra Ship Components NEXT,common\buildings\esc_buildings_general.txt
esc_building_watcher,research_world,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,esc_tech_watcher_of_eternity,allow;potential,,ESC_GLOBAL_FLAG_watcher_of_eternity_forbidden,,yes,esc_building_watcher,esc_building_watcher,generic_planet_or_special,research,Extra Ship Components NEXT,common\buildings\esc_buildings_general.txt
building_giga_matrioshka_brain_uplink_factory,research_world,0.0,base_available,,yes,yes,no,,0.0,,base_available,,,,,,yes,building_giga_matrioshka_brain_uplink_factory,building_giga_matrioshka_brain_uplink_factory,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_giga_matrioshka_brain_uplink_foundry,research_world,0.0,base_available,,yes,yes,no,,0.0,,base_available,,,,,,yes,building_giga_matrioshka_brain_uplink_foundry,building_giga_matrioshka_brain_uplink_foundry,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_giga_matrioshka_brain_uplink_refinery,research_world,0.0,base_available,,yes,yes,no,,0.0,,base_available,,,,,,yes,building_giga_matrioshka_brain_uplink_refinery,building_giga_matrioshka_brain_uplink_refinery,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_giga_matrioshka_brain_uplink_research,research_world,0.0,base_available,,yes,yes,no,,0.0,,base_available,,,,,,yes,building_giga_matrioshka_brain_uplink_research,building_giga_matrioshka_brain_uplink_research,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_giga_matrioshka_brain_uplink_unity,research_world,0.0,base_available,,yes,yes,no,,0.0,,base_available,,,,,,yes,building_giga_matrioshka_brain_uplink_unity,building_giga_matrioshka_brain_uplink_unity,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_ancient_cryo_chamber,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_ancient_cryo_chamber,building_ancient_cryo_chamber,generic_planet_or_special,government,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
building_aquifer_lab,research_world,32.25,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_aquifer_lab,building_aquifer_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_astral_siphon_1,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,no,building_astral_siphon_3,building_astral_siphon_1|building_astral_siphon_2|building_astral_siphon_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
building_astral_siphon_2,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,no,building_astral_siphon_3,building_astral_siphon_2|building_astral_siphon_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
building_astral_siphon_3,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_astral_siphon_3,building_astral_siphon_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
building_augmentation_bazaars_branch,research_world,23.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,,,yes,building_augmentation_bazaars_branch,building_augmentation_bazaars_branch,generic_planet_or_special,trade,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_biolumen_lab,research_world,32.25,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_biolumen_lab,building_biolumen_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_carceral_test_facility,research_world,3.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_carceral_test_facility,building_carceral_test_facility,generic_planet_or_special,research,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_coral_lab,research_world,25.125,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_coral_lab,building_coral_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_cryo_lab,research_world,49.125,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,,,yes,building_cryo_lab,building_cryo_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_dread_encampment,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_dread_encampment,building_dread_encampment,generic_planet_or_special,army,Stellaris vanilla,common\buildings\09_army_buildings.txt
building_gaia_lab,research_world,28.75,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_gaia_lab,building_gaia_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_gaia_buildings.txt
building_gaia_resort,research_world,7.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_gaia_resort,building_gaia_resort,resort_world,amenity,Planetary Diversity,common\buildings\pd_gaia_buildings.txt
building_geothermal_lab,research_world,18.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_geothermal_lab,building_geothermal_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_giga_aeternum_ruler_computer,research_world,0.0,conditional_scripted,not_build_plan_candidate;scripted_potential_allow,no,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_giga_aeternum_ruler_computer,building_giga_aeternum_ruler_computer,generic_planet_or_special,research,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
building_giga_matrioshka_brain_uplink_entertainment,research_world,0.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_giga_matrioshka_brain_uplink_entertainment,building_giga_matrioshka_brain_uplink_entertainment,generic_planet_or_special,,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_great_pyramid,research_world,2.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_great_pyramid,building_great_pyramid,generic_planet_or_special,government,Stellaris vanilla,common\buildings\12_event_buildings.txt
building_iceberg_lab,research_world,25.125,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_iceberg_lab,building_iceberg_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_illicit_research_labs,research_world,15.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_illicit_research_labs,building_illicit_research_labs,generic_planet_or_special,research,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
building_karst_lab,research_world,36.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_karst_lab,building_karst_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_uncommon_buildings.txt
building_lanthanide_lab,research_world,27.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_lanthanide_lab,building_lanthanide_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_lichen_lab,research_world,32.25,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_lichen_lab,building_lichen_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_low_tech_research_lab,research_world,6.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_low_tech_research_lab,building_low_tech_research_lab,generic_planet_or_special,research,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
building_master_archive,research_world,450.0,conditional_scripted,scripted_potential_allow,yes,yes,no,building_wet_td_bio_lab,68.25,same_role_available_before_target_unlock,fallback_available,,potential,,,,yes,building_master_archive,building_master_archive,generic_planet_or_special,research,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
building_megalfora_lab,research_world,25.125,conditional_scripted,scripted_potential_allow,yes,yes,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential,,,,yes,building_megalfora_lab,building_megalfora_lab,generic_planet_or_special,research,Planetary Diversity,common\buildings\pd_rare_buildings.txt
building_mem_ancestors_grudge_forge_4,research_world,0.0,conditional_scripted,not_build_plan_candidate;scripted_potential_allow,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,allow;potential;trigger,,,,yes,building_mem_ancestors_grudge_forge_4,building_mem_ancestors_grudge_forge_4,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
building_mem_ancestors_grudge_hoarder_depot,research_world,0.0,conditional_scripted,not_build_plan_candidate;scripted_potential_allow,no,no,no,building_master_archive,450.0,same_role_available_before_target_unlock,fallback_available,,potential;trigger,,,,yes,building_mem_ancestors_grudge_hoarder_depot,building_mem_ancestors_grudge_hoarder_depot,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
