surface,folder,merge_model,load_position,game_registry_id,steam_id,display_name,source_kind,root,folder_exists,file_count,object_count,ai_weight_object_count,parse_error_count
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
on_actions,on_actions,additive_object_merge,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,23,mod/ugc_3441138115.mod,3441138115,Animated Brontosaur,enabled_mod,c:\steam\steamapps\workshop\content\281990\3441138115,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
on_actions,on_actions,additive_object_merge,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,24,mod/ugc_3455445703.mod,3455445703,Animated Amphiboids,enabled_mod,c:\steam\steamapps\workshop\content\281990\3455445703,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
on_actions,on_actions,additive_object_merge,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,yes,1,1,0,0
megastructures,megastructures,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,25,mod/ugc_3657310962.mod,3657310962,Animated Portraits - Seelikor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3657310962,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
on_actions,on_actions,additive_object_merge,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,26,mod/ugc_3658957565.mod,3658957565,Dimorphism+ - Fox Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3658957565,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
on_actions,on_actions,additive_object_merge,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,27,mod/ugc_3665532588.mod,3665532588,Animated Portraits Redone - Astroraptor Portraits,enabled_mod,c:\steam\steamapps\workshop\content\281990\3665532588,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
on_actions,on_actions,additive_object_merge,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,28,mod/ugc_3721963320.mod,3721963320,Animated Zeriphen Portraits Redone,enabled_mod,c:\steam\steamapps\workshop\content\281990\3721963320,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
on_actions,on_actions,additive_object_merge,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,yes,1,3,0,0
megastructures,megastructures,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,29,mod/ugc_3484023963.mod,3484023963,Species Traits Expansion: Galactic Diversity,enabled_mod,c:\steam\steamapps\workshop\content\281990\3484023963,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,30,mod/rk_immortal_leaders_trait.mod,,RK Immortal Leaders Trait,enabled_mod,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\RKImmortalLeadersTrait,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,30,mod/rk_immortal_leaders_trait.mod,,RK Immortal Leaders Trait,enabled_mod,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\RKImmortalLeadersTrait,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,30,mod/rk_immortal_leaders_trait.mod,,RK Immortal Leaders Trait,enabled_mod,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\RKImmortalLeadersTrait,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,30,mod/rk_immortal_leaders_trait.mod,,RK Immortal Leaders Trait,enabled_mod,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\mods\RKImmortalLeadersTrait,no,0,0,0,0
