surface,object_id,load_position,steam_id,display_name,relative_file,reference_key,reference_value,target_surface,reference_status,source_file
districts,district_nexus_mining,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_betharian,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_rare_crystals,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_energy,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_volatile_motes,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_nexus_exotic_gases,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_foundry,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_factory,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_research,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_research_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_research_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_research_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_administrative,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_fortress,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_trade,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_food,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_exotic_gases,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_mining,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_betharian_hive,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_rare_crystals_hive,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_energy,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_volatile_motes,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_hive_spawning,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_zoo,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_museum,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_hunting_ground,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_spiritual_retreat,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_restoration_enclave,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_resort_proving_grounds,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_generator_physics,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_engine_bypass,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_shield_overloader,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_food,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_basic_society,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_harvest,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_waystation_trade,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_military_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_military_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_military_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone,zone_ark_military_eco,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_military_industrial,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone,zone_ark_military_eco,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_forever_cruise_engineering,0,vanilla,Stellaris vanilla,common/districts/06_swap_districts.txt,zone_slots,slot_empty,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\06_swap_districts.txt
districts,district_ark_city,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_city_government,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_city,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_city_01,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_city,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_city_02,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_generator,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_reactor,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_generator,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_engine_bypass,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_generator,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_engine_bypass,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_generator,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_shield_overloader,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_generator,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_shield_overloader,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_basic,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_basic,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_military,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_military_eco,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_military_eco,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_shipwright,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_shipwright,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_missile_silos,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_missile_silos,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_ammunition_lines,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_ammunition_lines,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_laser_capacitors,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_laser_capacitors,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_flight_decks,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_military,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_flight_decks,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_forever_cruise,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone_slots,slot_ark_forever_cruise,zone_slots,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_forever_cruise,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_forever_cruise_passenger,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_forever_cruise,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_forever_cruise_passenger,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_forever_cruise,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_forever_cruise_crew,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
districts,district_ark_forever_cruise,0,vanilla,Stellaris vanilla,common/districts/07_ark_districts.txt,zone,zone_ark_forever_cruise_crew,zones,ok,C:\Steam\steamapps\common\Stellaris\common\districts\07_ark_districts.txt
zones,zone_default,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_urban,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_industrial,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_foundry,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_factory,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_research_unity,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_research,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_research_physics,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_research_society,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_research_engineering,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_unity,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_unity_spiritualist,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_unity_bio_trophy,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_fortress,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_trade,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_entertainment,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_zoo,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_grand_museum,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_hunting_ground,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_spiritual_retreat,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_restoration_enclave,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_resort_proving_grounds,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_minerals,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_betharian,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_rare_crystals,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_minerals_physics,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_energy,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_volatile_motes,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_food,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_anglers,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_exotic_gases,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_spawning,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_machine_replication,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_subterranean_urban,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_agrarian_urban,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_agrarian_anglers,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_cosmogenesis_default,0,vanilla,Stellaris vanilla,common/zones/00_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\00_zones.txt
zones,zone_habitat_knights,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_hydroponics,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_research,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_research_unity,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_rare_crystals,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_volatile_motes,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_habitat_exotic_gases,0,vanilla,Stellaris vanilla,common/zones/01_habitat_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\01_habitat_zones.txt
zones,zone_payback_enlightenment,0,vanilla,Stellaris vanilla,common/zones/02_special_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\02_special_zones.txt
zones,zone_broken_shackles_memorial,0,vanilla,Stellaris vanilla,common/zones/02_special_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\02_special_zones.txt
zones,zone_central_spire,0,vanilla,Stellaris vanilla,common/zones/02_special_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\02_special_zones.txt
zones,zone_urban_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_foundry_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_research_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_unity_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_research_unity_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_trade_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_fortress_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_minerals_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_energy_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_food_wilderness,0,vanilla,Stellaris vanilla,common/zones/03_wilderness_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\03_wilderness_zones.txt
zones,zone_industrial_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_foundry_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_factory_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_research_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_research_physics_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_research_society_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_research_engineering_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_unity_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_unity_spiritualist_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_unity_bio_trophy_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
zones,zone_fortress_arcology,0,vanilla,Stellaris vanilla,common/zones/04_secondary_zones.txt,,,,no_explicit_zone_reference_detected,C:\Steam\steamapps\common\Stellaris\common\zones\04_secondary_zones.txt
